episode,step,sim_time,total_Halted,action,phase_tl1,phase_tl2,phase_tl3
0,118,600.0,7.0,3,0,0,1
0,119,605.0,17.0,2,0,1,1
0,120,610.0,22.0,2,0,0,1
0,121,615.0,17.0,3,0,0,0
0,122,620.0,15.0,1,1,0,0
0,123,625.0,13.0,1,0,0,0
0,124,630.0,8.0,1,1,0,0
0,125,635.0,3.0,1,0,0,0
0,126,640.0,11.0,2,0,1,0
0,127,645.0,14.0,2,0,0,0
0,128,650.0,12.0,3,0,0,1
0,129,655.0,19.0,1,1,0,1
0,130,660.0,22.0,1,0,0,1
0,131,665.0,14.0,3,0,0,0
0,132,670.0,13.0,2,0,1,0
0,133,675.0,16.0,2,0,0,0
0,134,680.0,17.0,1,1,0,0
0,135,685.0,17.0,1,0,0,0
0,136,690.0,17.0,1,1,0,0
0,137,695.0,10.0,1,0,0,0
0,138,700.0,10.0,3,0,0,1
0,139,705.0,19.0,3,0,0,0
0,140,710.0,18.0,1,1,0,0
0,141,715.0,17.0,1,0,0,0
0,142,720.0,16.0,3,0,0,1
0,143,725.0,21.0,3,0,0,0
0,144,730.0,18.0,1,1,0,0
0,145,735.0,20.0,1,0,1,0
0,146,740.0,21.0,2,0,0,0
0,147,745.0,18.0,3,0,0,1
0,148,750.0,19.0,1,1,0,1
0,149,755.0,21.0,1,0,0,1
0,150,760.0,27.0,1,1,0,1
0,151,765.0,22.0,1,0,0,1
0,152,770.0,32.0,2,0,1,1
0,153,775.0,33.0,2,0,0,1
0,154,780.0,38.0,1,1,0,1
0,155,785.0,42.0,1,0,0,1
0,156,790.0,50.0,2,0,1,1
0,157,795.0,54.0,2,0,0,1
0,158,800.0,62.0,1,1,0,1
0,159,805.0,38.0,1,0,0,0
0,160,810.0,27.0,1,1,0,0
0,161,815.0,9.0,1,0,0,0
0,162,820.0,19.0,3,0,0,1
0,163,825.0,13.0,3,0,0,0
0,164,830.0,11.0,1,1,0,0
0,165,835.0,16.0,1,0,0,0
0,166,840.0,21.0,3,0,0,1
0,167,845.0,16.0,3,0,0,0
0,168,850.0,18.0,1,1,0,0
0,169,855.0,12.0,1,0,1,0
0,170,860.0,16.0,2,0,0,0
0,171,865.0,22.0,3,0,0,1
0,172,870.0,17.0,3,0,0,0
0,173,875.0,21.0,1,1,0,0
0,174,880.0,17.0,1,0,0,0
0,175,885.0,22.0,3,0,0,1
0,176,890.0,28.0,1,1,0,1
0,177,895.0,11.0,3,1,0,0
0,178,900.0,9.0,1,0,0,0
0,179,905.0,16.0,1,1,0,0
0,180,910.0,10.0,1,0,0,0
0,181,915.0,15.0,3,0,0,1
0,182,920.0,12.0,3,0,1,0
0,183,925.0,14.0,2,0,0,0
0,184,930.0,17.0,1,1,0,0
0,185,935.0,16.0,1,0,0,0
0,186,940.0,14.0,3,0,0,1
0,187,945.0,17.0,3,0,0,0
0,188,950.0,16.0,1,1,0,0
0,189,955.0,14.0,1,0,0,0
0,190,960.0,14.0,3,0,0,1
0,191,965.0,15.0,1,1,0,1
0,192,970.0,12.0,1,0,0,1
0,193,975.0,9.0,3,0,0,0
0,194,980.0,12.0,2,0,1,0
0,195,985.0,13.0,2,0,0,0
0,196,990.0,15.0,1,1,0,0
0,197,995.0,18.0,1,0,0,0
0,198,1000.0,16.0,1,1,0,0
0,199,1005.0,12.0,1,0,0,0
0,200,1010.0,11.0,3,0,0,1
0,201,1015.0,17.0,2,0,1,1
0,202,1020.0,25.0,2,0,0,1
0,203,1025.0,23.0,3,0,0,0
0,204,1030.0,21.0,1,1,0,0
0,205,1035.0,19.0,1,0,0,0
0,206,1040.0,17.0,1,1,0,0
0,207,1045.0,14.0,1,0,0,0
0,208,1050.0,12.0,3,0,0,1
0,209,1055.0,19.0,2,0,1,1
0,210,1060.0,25.0,2,0,0,1
0,211,1065.0,18.0,3,0,0,0
0,212,1070.0,25.0,1,1,0,0
0,213,1075.0,18.0,1,0,0,0
0,214,1080.0,23.0,1,1,0,0
0,215,1085.0,13.0,1,0,0,0
0,216,1090.0,15.0,1,1,0,0
0,217,1095.0,7.0,1,0,0,0
0,218,1100.0,10.0,2,0,1,0
0,219,1105.0,14.0,2,0,0,0
0,220,1110.0,13.0,3,0,0,1
0,221,1115.0,20.0,1,1,0,1
0,222,1120.0,18.0,1,0,0,1
0,223,1125.0,15.0,3,0,0,0
0,224,1130.0,19.0,1,1,0,0
0,225,1135.0,11.0,1,0,0,0
0,226,1140.0,14.0,1,1,0,0
0,227,1145.0,8.0,1,0,0,0
0,228,1150.0,8.0,3,0,0,1
0,229,1155.0,17.0,2,0,1,1
0,230,1160.0,20.0,2,0,0,1
0,231,1165.0,16.0,3,0,0,0
0,232,1170.0,21.0,1,1,0,0
0,233,1175.0,21.0,1,0,0,0
0,234,1180.0,22.0,1,1,0,0
0,235,1185.0,18.0,1,0,0,0
0,236,1190.0,17.0,1,1,0,0
0,237,1195.0,10.0,1,0,0,0
0,238,1200.0,11.0,3,0,0,1
0,239,1205.0,16.0,3,0,0,0
0,240,1210.0,19.0,1,1,0,0
0,241,1215.0,15.0,1,0,0,0
0,242,1220.0,13.0,3,0,1,1
0,243,1225.0,19.0,2,0,0,1
0,244,1230.0,19.0,3,0,0,0
0,245,1235.0,19.0,1,1,0,0
0,246,1240.0,17.0,1,0,0,0
0,247,1245.0,18.0,1,1,0,0
0,248,1250.0,17.0,1,0,0,0
0,249,1255.0,14.0,3,0,0,1
0,250,1260.0,18.0,1,1,0,1
0,251,1265.0,23.0,1,0,0,1
0,252,1270.0,31.0,2,0,1,1
0,253,1275.0,30.0,2,0,0,1
0,254,1280.0,34.0,1,1,0,1
0,255,1285.0,40.0,1,0,0,1
0,256,1290.0,47.0,1,1,0,1
0,257,1295.0,49.0,1,0,0,1
0,258,1300.0,55.0,2,0,1,1
0,259,1305.0,56.0,2,0,0,1
0,260,1310.0,67.0,2,0,1,1
0,261,1315.0,48.0,2,0,0,0
0,262,1320.0,35.0,1,1,0,0
0,263,1325.0,26.0,1,0,0,0
0,264,1330.0,27.0,1,1,0,0
0,265,1335.0,21.0,1,0,0,0
0,266,1340.0,18.0,3,0,0,1
0,267,1345.0,18.0,3,0,0,0
0,268,1350.0,16.0,1,1,0,0
0,269,1355.0,13.0,1,0,0,0
0,270,1360.0,16.0,3,0,0,1
0,271,1365.0,23.0,3,0,0,0
0,272,1370.0,18.0,1,1,0,0
0,273,1375.0,18.0,1,0,1,0
0,274,1380.0,15.0,2,0,0,0
0,275,1385.0,17.0,3,0,0,1
0,276,1390.0,24.0,1,1,0,1
0,277,1395.0,25.0,1,0,0,1
0,278,1400.0,14.0,3,0,0,0
0,279,1405.0,14.0,1,1,0,0
0,280,1410.0,17.0,1,0,0,0
0,281,1415.0,15.0,2,0,1,0
0,282,1420.0,15.0,2,0,0,0
0,283,1425.0,17.0,1,1,0,0
0,284,1430.0,16.0,1,0,0,0
0,285,1435.0,15.0,3,0,0,1
0,286,1440.0,20.0,1,1,0,1
0,287,1445.0,18.0,3,1,0,0
0,288,1450.0,12.0,1,0,0,0
0,289,1455.0,9.0,1,1,0,0
0,290,1460.0,7.0,1,0,0,0
0,291,1465.0,13.0,2,0,1,0
0,292,1470.0,13.0,2,0,0,0
0,293,1475.0,16.0,3,0,0,1
0,294,1480.0,25.0,1,1,0,1
0,295,1485.0,26.0,1,0,0,1
0,296,1490.0,32.0,1,1,0,1
0,297,1495.0,34.0,1,0,0,1
0,298,1500.0,43.0,1,1,0,1
0,299,1505.0,42.0,1,0,0,1
0,300,1510.0,47.0,1,1,0,1
0,301,1515.0,46.0,1,0,0,1
0,302,1520.0,55.0,2,0,1,1
0,303,1525.0,62.0,2,0,0,1
0,304,1530.0,73.0,2,0,1,1
0,305,1535.0,45.0,2,0,0,0
0,306,1540.0,40.0,1,1,0,0
0,307,1545.0,20.0,1,0,0,0
0,308,1550.0,22.0,1,1,0,0
0,309,1555.0,18.0,1,0,0,0
0,310,1560.0,21.0,3,0,0,1
0,311,1565.0,17.0,3,0,0,0
0,312,1570.0,21.0,1,1,0,0
0,313,1575.0,16.0,1,0,0,0
0,314,1580.0,22.0,3,0,0,1
0,315,1585.0,24.0,3,0,0,0
0,316,1590.0,27.0,1,1,0,0
0,317,1595.0,15.0,1,0,1,0
0,318,1600.0,15.0,2,0,0,0
0,319,1605.0,22.0,3,0,0,1
0,320,1610.0,30.0,1,1,0,1
0,321,1615.0,33.0,1,0,0,1
0,322,1620.0,18.0,3,0,0,0
0,323,1625.0,15.0,1,1,0,0
0,324,1630.0,13.0,1,0,0,0
0,325,1635.0,16.0,1,1,0,0
0,326,1640.0,5.0,1,0,0,0
0,327,1645.0,7.0,3,0,0,1
0,328,1650.0,11.0,3,0,0,0
0,329,1655.0,17.0,2,0,1,0
0,330,1660.0,21.0,2,0,0,0
0,331,1665.0,27.0,1,1,0,0
0,332,1670.0,24.0,1,0,0,0
0,333,1675.0,27.0,3,0,0,1
0,334,1680.0,31.0,1,1,0,1
0,335,1685.0,31.0,1,0,0,1
0,336,1690.0,34.0,1,1,0,1
0,337,1695.0,38.0,1,0,0,1
0,338,1700.0,45.0,2,0,1,1
0,339,1705.0,50.0,2,0,0,1
0,340,1710.0,57.0,2,0,1,1
0,341,1715.0,60.0,2,0,0,1
0,342,1720.0,70.0,1,1,0,1
0,343,1725.0,72.0,1,0,0,1
0,344,1730.0,86.0,2,0,1,1
0,345,1735.0,63.0,2,0,0,0
0,346,1740.0,41.0,1,1,0,0
0,347,1745.0,22.0,1,0,0,0
0,348,1750.0,12.0,1,1,0,0
0,349,1755.0,10.0,1,0,0,0
0,350,1760.0,18.0,3,0,0,1
0,351,1765.0,14.0,3,0,0,0
0,352,1770.0,14.0,1,1,0,0
0,353,1775.0,12.0,1,0,0,0
0,354,1780.0,19.0,3,0,0,1
0,355,1785.0,16.0,3,0,0,0
0,356,1790.0,25.0,1,1,0,0
0,357,1795.0,22.0,1,0,1,0
0,358,1800.0,19.0,2,0,0,0
0,359,1805.0,20.0,3,0,0,1
0,360,1810.0,34.0,1,1,0,1
0,361,1815.0,28.0,1,0,0,1
0,362,1820.0,17.0,3,0,0,0
0,363,1825.0,22.0,1,1,0,0
0,364,1830.0,14.0,1,0,0,0
0,365,1835.0,20.0,3,0,0,1
0,366,1840.0,16.0,3,0,0,0
0,367,1845.0,17.0,1,1,0,0
0,368,1850.0,16.0,1,0,0,0
0,369,1855.0,16.0,1,1,0,0
0,370,1860.0,13.0,1,0,1,0
0,371,1865.0,16.0,2,0,0,0
0,372,1870.0,20.0,3,0,0,1
0,373,1875.0,23.0,1,1,0,1
0,374,1880.0,26.0,1,0,0,1
0,375,1885.0,24.0,1,1,0,1
0,376,1890.0,35.0,1,0,0,1
0,377,1895.0,35.0,2,0,1,1
0,378,1900.0,43.0,2,0,0,1
0,379,1905.0,46.0,1,1,0,1
0,380,1910.0,48.0,1,0,0,1
0,381,1915.0,54.0,2,0,1,1
0,382,1920.0,62.0,2,0,0,1
0,383,1925.0,72.0,2,0,1,1
0,384,1930.0,49.0,2,0,0,0
0,385,1935.0,31.0,1,1,0,0
0,386,1940.0,19.0,1,0,0,0
0,387,1945.0,23.0,1,1,0,0
0,388,1950.0,19.0,1,0,0,0
0,389,1955.0,32.0,3,0,0,1
0,390,1960.0,26.0,3,0,0,0
0,391,1965.0,22.0,1,1,0,0
0,392,1970.0,19.0,1,0,0,0
0,393,1975.0,20.0,3,0,0,1
0,394,1980.0,22.0,3,0,0,0
0,395,1985.0,26.0,1,1,0,0
0,396,1990.0,22.0,1,0,1,0
0,397,1995.0,22.0,2,0,0,0
0,398,2000.0,23.0,3,0,0,1
0,399,2005.0,23.0,3,0,0,0
0,400,2010.0,24.0,1,1,0,0
0,401,2015.0,20.0,1,0,0,0
0,402,2020.0,25.0,1,1,0,0
0,403,2025.0,18.0,1,0,0,0
0,404,2030.0,14.0,3,0,0,1
0,405,2035.0,24.0,1,1,0,1
0,406,2040.0,23.0,1,0,0,1
0,407,2045.0,11.0,3,0,0,0
0,408,2050.0,15.0,1,1,0,0
0,409,2055.0,11.0,1,0,1,0
0,410,2060.0,10.0,2,0,0,0
0,411,2065.0,13.0,3,0,0,1
0,412,2070.0,14.0,3,0,0,0
0,413,2075.0,19.0,1,1,0,0
0,414,2080.0,16.0,1,0,0,0
0,415,2085.0,17.0,3,0,0,1
0,416,2090.0,24.0,1,1,0,1
0,417,2095.0,29.0,1,0,0,1
0,418,2100.0,19.0,3,0,0,0
0,419,2105.0,15.0,1,1,0,0
0,420,2110.0,10.0,1,0,0,0
0,421,2115.0,17.0,2,0,1,0
0,422,2120.0,16.0,2,0,0,0
0,423,2125.0,16.0,1,1,0,0
0,424,2130.0,16.0,1,0,0,0
0,425,2135.0,22.0,3,0,0,1
0,426,2140.0,32.0,1,1,0,1
0,427,2145.0,31.0,1,0,0,1
0,428,2150.0,34.0,2,0,1,1
0,429,2155.0,33.0,2,0,0,1
0,430,2160.0,37.0,1,1,0,1
0,431,2165.0,40.0,1,0,0,1
0,432,2170.0,44.0,2,0,1,1
0,433,2175.0,53.0,2,0,0,1
0,434,2180.0,62.0,1,1,0,1
0,435,2185.0,57.0,1,0,0,1
0,436,2190.0,67.0,2,0,1,1
0,437,2195.0,42.0,2,0,0,0
0,438,2200.0,27.0,1,1,0,0
0,439,2205.0,20.0,1,0,0,0
0,440,2210.0,27.0,1,1,0,0
0,441,2215.0,19.0,1,0,0,0
0,442,2220.0,15.0,3,0,0,1
0,443,2225.0,19.0,3,0,0,0
0,444,2230.0,27.0,1,1,0,0
0,445,2235.0,19.0,1,0,0,0
0,446,2240.0,21.0,3,0,0,1
0,447,2245.0,26.0,3,0,0,0
0,448,2250.0,28.0,1,1,0,0
0,449,2255.0,24.0,1,0,1,0
0,450,2260.0,23.0,2,0,0,0
0,451,2265.0,21.0,3,0,0,1
0,452,2270.0,30.0,1,1,0,1
0,453,2275.0,36.0,1,0,0,1
0,454,2280.0,19.0,3,0,0,0
0,455,2285.0,17.0,1,1,0,0
0,456,2290.0,12.0,1,0,0,0
0,457,2295.0,11.0,2,0,1,0
0,458,2300.0,12.0,2,0,0,0
0,459,2305.0,18.0,1,1,0,0
0,460,2310.0,15.0,1,0,0,0
0,461,2315.0,13.0,3,0,0,1
0,462,2320.0,19.0,3,0,0,0
0,463,2325.0,18.0,1,1,0,0
0,464,2330.0,18.0,1,0,0,0
0,465,2335.0,19.0,3,0,0,1
0,466,2340.0,24.0,1,1,0,1
0,467,2345.0,25.0,1,0,0,1
0,468,2350.0,31.0,2,0,1,1
0,469,2355.0,36.0,2,0,0,1
0,470,2360.0,42.0,1,1,0,1
0,471,2365.0,42.0,1,0,0,1
0,472,2370.0,48.0,1,1,0,1
0,473,2375.0,49.0,1,0,0,1
0,474,2380.0,62.0,2,0,1,1
0,475,2385.0,68.0,2,0,0,1
0,476,2390.0,78.0,2,0,1,1
0,477,2395.0,50.0,2,0,0,0
0,478,2400.0,33.0,1,1,0,0
0,479,2405.0,23.0,1,0,0,0
0,480,2410.0,24.0,1,1,0,0
0,481,2415.0,15.0,1,0,0,0
0,482,2420.0,20.0,1,1,0,0
0,483,2425.0,18.0,1,0,0,0
0,484,2430.0,20.0,3,0,0,1
0,485,2435.0,24.0,3,0,0,0
0,486,2440.0,26.0,1,1,0,0
0,487,2445.0,17.0,1,0,0,0
0,488,2450.0,23.0,3,0,0,1
0,489,2455.0,30.0,2,0,1,1
0,490,2460.0,36.0,2,0,0,1
0,491,2465.0,49.0,1,1,0,1
0,492,2470.0,47.0,1,0,0,1
0,493,2475.0,58.0,1,1,0,1
0,494,2480.0,57.0,1,0,0,1
0,495,2485.0,63.0,1,1,0,1
0,496,2490.0,63.0,1,0,0,1
0,497,2495.0,68.0,1,1,0,1
0,498,2500.0,68.0,1,0,0,1
0,499,2505.0,70.0,1,1,0,1
0,500,2510.0,36.0,1,0,0,0
0,501,2515.0,31.0,1,1,0,0
0,502,2520.0,14.0,1,0,1,0
0,503,2525.0,9.0,2,0,0,0
0,504,2530.0,15.0,1,1,0,0
0,505,2535.0,8.0,1,0,0,0
0,506,2540.0,14.0,3,0,0,1
0,507,2545.0,14.0,3,0,0,0
0,508,2550.0,19.0,1,1,0,0
0,509,2555.0,13.0,1,0,0,0
0,510,2560.0,21.0,3,0,0,1
0,511,2565.0,19.0,3,0,0,0
0,512,2570.0,20.0,1,1,0,0
0,513,2575.0,20.0,1,0,0,0
0,514,2580.0,25.0,3,0,0,1
0,515,2585.0,36.0,2,0,1,1
0,516,2590.0,38.0,2,0,0,1
0,517,2595.0,45.0,1,1,0,1
0,518,2600.0,47.0,1,0,0,1
0,519,2605.0,59.0,1,1,0,1
0,520,2610.0,60.0,1,0,0,1
0,521,2615.0,68.0,1,1,0,1
0,522,2620.0,63.0,1,0,0,1
0,523,2625.0,77.0,1,1,0,1
0,524,2630.0,72.0,1,0,0,1
0,525,2635.0,75.0,2,0,1,1
0,526,2640.0,49.0,2,0,0,0
0,527,2645.0,43.0,1,1,0,0
0,528,2650.0,38.0,0,1,0,0
0,529,2655.0,29.0,0,1,0,0
0,530,2660.0,17.0,1,0,0,0
0,531,2665.0,24.0,3,0,0,1
0,532,2670.0,20.0,3,0,0,0
0,533,2675.0,24.0,1,1,0,0
0,534,2680.0,27.0,1,0,0,0
0,535,2685.0,28.0,1,1,0,0
0,536,2690.0,20.0,1,0,0,0
0,537,2695.0,20.0,3,0,0,1
0,538,2700.0,19.0,3,0,1,0
0,539,2705.0,22.0,2,0,0,0
0,540,2710.0,24.0,1,1,0,0
0,541,2715.0,21.0,1,0,0,0
0,542,2720.0,20.0,3,0,0,1
0,543,2725.0,32.0,1,1,0,1
0,544,2730.0,34.0,1,0,0,1
0,545,2735.0,17.0,3,0,0,0
0,546,2740.0,19.0,1,1,0,0
0,547,2745.0,15.0,1,0,0,0
0,548,2750.0,15.0,3,0,0,1
0,549,2755.0,17.0,3,0,0,0
0,550,2760.0,15.0,2,0,1,0
0,551,2765.0,20.0,2,0,0,0
0,552,2770.0,20.0,1,1,0,0
0,553,2775.0,21.0,1,0,0,0
0,554,2780.0,20.0,3,0,0,1
0,555,2785.0,23.0,1,1,0,1
0,556,2790.0,23.0,1,0,0,1
0,557,2795.0,23.0,3,0,0,0
0,558,2800.0,22.0,1,1,0,0
0,559,2805.0,18.0,1,0,0,0
0,560,2810.0,17.0,1,1,0,0
0,561,2815.0,8.0,1,0,0,0
0,562,2820.0,17.0,1,1,0,0
0,563,2825.0,14.0,1,0,1,0
0,564,2830.0,11.0,2,0,0,0
0,565,2835.0,12.0,3,0,0,1
0,566,2840.0,23.0,1,1,0,1
0,567,2845.0,24.0,1,0,0,1
0,568,2850.0,15.0,3,0,0,0
0,569,2855.0,15.0,1,1,0,0
0,570,2860.0,13.0,1,0,0,0
0,571,2865.0,14.0,2,0,1,0
0,572,2870.0,17.0,2,0,0,0
0,573,2875.0,18.0,1,1,0,0
0,574,2880.0,15.0,1,0,0,0
0,575,2885.0,14.0,3,0,0,1
0,576,2890.0,24.0,2,0,1,1
0,577,2895.0,30.0,2,0,0,1
0,578,2900.0,39.0,1,1,0,1
0,579,2905.0,40.0,1,0,0,1
0,580,2910.0,44.0,1,1,0,1
0,581,2915.0,46.0,1,0,0,1
0,582,2920.0,50.0,1,1,0,1
0,583,2925.0,59.0,1,0,0,1
0,584,2930.0,62.0,1,1,0,1
0,585,2935.0,60.0,1,0,0,1
0,586,2940.0,60.0,2,0,1,1
0,587,2945.0,39.0,2,0,0,0
0,588,2950.0,29.0,1,1,0,0
0,589,2955.0,15.0,1,0,0,0
0,590,2960.0,23.0,3,0,0,1
0,591,2965.0,19.0,3,0,0,0
0,592,2970.0,24.0,1,1,0,0
0,593,2975.0,15.0,1,0,0,0
0,594,2980.0,19.0,3,0,0,1
0,595,2985.0,20.0,3,0,0,0
0,596,2990.0,26.0,1,1,0,0
0,597,2995.0,24.0,1,0,0,0
0,598,3000.0,29.0,3,0,0,1
0,599,3005.0,25.0,3,0,1,0
0,600,3010.0,29.0,2,0,0,0
0,601,3015.0,26.0,1,1,0,0
0,602,3020.0,20.0,1,0,0,0
0,603,3025.0,27.0,3,0,0,1
0,604,3030.0,37.0,1,1,0,1
0,605,3035.0,37.0,1,0,0,1
0,606,3040.0,47.0,1,1,0,1
0,607,3045.0,44.0,1,0,0,1
0,608,3050.0,53.0,1,1,0,1
0,609,3055.0,49.0,1,0,0,1
0,610,3060.0,55.0,1,1,0,1
0,611,3065.0,56.0,1,0,0,1
0,612,3070.0,65.0,2,0,1,1
0,613,3075.0,71.0,2,0,0,1
0,614,3080.0,82.0,1,1,0,1
0,615,3085.0,51.0,1,0,0,0
0,616,3090.0,33.0,1,1,0,0
0,617,3095.0,26.0,0,1,0,0
0,618,3100.0,18.0,1,0,0,0
0,619,3105.0,24.0,3,0,0,1
0,620,3110.0,16.0,3,0,0,0
0,621,3115.0,16.0,1,1,0,0
0,622,3120.0,13.0,1,0,0,0
0,623,3125.0,21.0,3,0,0,1
0,624,3130.0,22.0,3,0,0,0
0,625,3135.0,19.0,1,1,1,0
0,626,3140.0,21.0,2,1,0,0
0,627,3145.0,21.0,1,0,0,0
0,628,3150.0,27.0,3,0,0,1
0,629,3155.0,18.0,3,0,0,0
0,630,3160.0,19.0,2,0,1,0
0,631,3165.0,22.0,2,0,0,0
0,632,3170.0,27.0,1,1,0,0
0,633,3175.0,22.0,1,0,0,0
0,634,3180.0,23.0,3,0,0,1
0,635,3185.0,33.0,1,1,0,1
0,636,3190.0,34.0,1,0,0,1
0,637,3195.0,38.0,1,1,0,1
0,638,3200.0,32.0,1,0,0,1
0,639,3205.0,36.0,1,1,0,1
0,640,3210.0,31.0,1,0,0,1
0,641,3215.0,40.0,1,1,0,1
0,642,3220.0,41.0,1,0,0,1
0,643,3225.0,53.0,1,1,1,1
0,644,3230.0,61.0,2,1,0,1
0,645,3235.0,52.0,1,0,0,1
0,646,3240.0,24.0,2,0,1,0
0,647,3245.0,12.0,2,0,0,0
0,648,3250.0,12.0,1,1,0,0
0,649,3255.0,9.0,1,0,0,0
0,650,3260.0,15.0,1,1,0,0
0,651,3265.0,10.0,1,0,0,0
0,652,3270.0,10.0,2,0,1,0
0,653,3275.0,14.0,2,0,0,0
0,654,3280.0,10.0,1,1,0,0
0,655,3285.0,8.0,1,0,0,0
0,656,3290.0,8.0,1,1,0,0
0,657,3295.0,9.0,1,0,0,0
0,658,3300.0,12.0,1,1,0,1
0,659,3305.0,9.0,1,0,0,1
0,660,3310.0,8.0,2,0,1,1
0,661,3315.0,11.0,2,0,0,1
0,662,3320.0,14.0,1,1,0,1
0,663,3325.0,13.0,1,0,0,1
0,664,3330.0,19.0,1,1,0,1
0,665,3335.0,16.0,1,0,0,1
0,666,3340.0,21.0,2,0,1,1
0,667,3345.0,22.0,2,0,0,1
0,668,3350.0,27.0,1,1,0,1
0,669,3355.0,24.0,1,0,0,1
0,670,3360.0,15.0,2,0,1,0
0,671,3365.0,13.0,2,0,0,0
